"epoch","stage","start_sample","end_sample","delta_power","theta_power","alpha_power","sigma_power","beta_power"
781,"N3",2340001,2343000,366454.066880552,52313.0742539174,11000.6230703581,4621.4054526115,9057.4815290817
782,"N3",2343001,2346000,384031.191128389,30320.9872988741,7810.8409198877,3617.4310024796,7939.6714369234
783,"N3",2346001,2349000,220343.462230019,41555.654029277,9796.601349308,3861.6790285262,10468.4473160344
784,"N3",2349001,2352000,235474.17008896,34066.9929487016,8489.166481759,4465.3441180736,11080.0023677338
785,"N3",2352001,2355000,359840.681440136,41896.9733328012,7932.6489485938,4030.3322397473,11451.4898094987
786,"N3",2355001,2358000,254011.450432165,58755.4499128319,10945.1061581017,4388.2935315867,14874.5900350941
787,"N3",2358001,2361000,319427.732512105,48403.9744265377,9651.0777639543,3810.8737992576,11459.1981223868
788,"N3",2361001,2364000,256020.287125908,47199.8477445106,8623.8362850266,3158.3057487474,8596.5871286885
789,"N3",2364001,2367000,339793.535040192,39565.3235846917,8697.670671232,5460.5502399341,14113.7740530381
790,"N3",2367001,2370000,343942.858676762,34571.922016127,9628.2313728732,4089.2387140603,11188.7686706391
791,"N3",2370001,2373000,370848.55667685,62022.5577110081,19788.5201854193,11284.2946737638,31178.4794340601
792,"N3",2373001,2376000,518521.731150466,68142.800092461,21276.4111080332,11388.7972973615,30497.4596543204
793,"N3",2376001,2379000,372562.951931926,28404.6938032039,6486.7605202385,3290.9517459733,9639.4640580288
794,"N3",2379001,2382000,285830.074072033,23598.3379763558,5859.3254218298,3033.809254902,9298.9793848945
795,"N3",2382001,2385000,409695.463402967,37178.9406881815,15871.2651715442,10256.974991402,28803.6433428818
796,"N3",2385001,2388000,656890.565621645,40063.2403133866,15134.968197838,6787.9025487702,20545.0851813172
797,"N3",2388001,2391000,740597.29083941,37511.4144092504,13203.8188222718,5927.8214667593,18287.1470366261
798,"N3",2391001,2394000,195867.578247809,24674.6200174882,6487.4489416934,2879.5601756631,7931.8559008877
799,"N3",2394001,2397000,297584.237052852,35856.2698530106,8276.0971239568,3225.6818083138,7423.4167007
800,"N3",2397001,2400000,302498.856300983,40519.5289447237,8679.3059649686,2175.5642187797,6192.7705286438
801,"N3",2400001,2403000,287522.291791941,36128.2619715554,8327.336666976,3394.3965885795,6910.306512474
802,"N3",2403001,2406000,223767.42675459,24606.1636891198,5726.4297078194,2577.9357973689,5335.8013478761
803,"N3",2406001,2409000,147894.189236252,19690.5091001613,5304.2163729357,1942.565743875,4382.0579170683
804,"N3",2409001,2412000,329822.316386071,29136.5814202508,7411.4234266809,3176.2933558356,7532.9619573504
805,"N3",2412001,2415000,399936.423763584,24032.0335592529,7113.2506557428,3111.4703865784,6759.7749735538
806,"N3",2415001,2418000,237637.209022644,26434.4279660807,7932.356143145,3247.8665458066,7545.4205255309
807,"N3",2418001,2421000,148195.427214123,21982.0632625237,6954.6365756276,3436.2806477748,8878.0281175612
808,"N3",2421001,2424000,230970.769348513,29582.0359721864,9489.1879114613,4418.9018736463,12384.8600720281
809,"N3",2424001,2427000,322216.372489141,38323.8306056407,11395.5385395907,6764.5469099132,19956.1216621979
810,"N3",2427001,2430000,192846.681577885,28426.6625291622,6692.3570059679,2806.7817033293,5963.4752638819
811,"N3",2430001,2433000,244890.770640725,28357.0132785671,6339.5101845845,3027.6843934835,6550.8843468259
812,"N3",2433001,2436000,451070.402759259,31906.4184781201,11070.0531318378,6275.8144657822,16173.4072039252
813,"N3",2436001,2439000,393644.202599183,37669.8774292542,12782.7036548316,8037.747502875,24701.9509658836
814,"N3",2439001,2442000,318974.365529806,27337.2976499847,10736.003119864,5611.0121189005,13821.781118912
815,"N1",2442001,2445000,512285.856820942,43809.7678335002,18720.8851790218,11617.4604902781,35002.2963109686
816,"N3",2445001,2448000,553662.498080631,66342.8558856764,17878.6139380449,9567.3761071678,31349.4472911769
817,"N3",2448001,2451000,391663.659338636,55318.3369166282,12715.2494908954,6058.9935881038,22432.7740806162
818,"N3",2451001,2454000,458995.397417479,41944.5257162023,10290.062419641,4486.2439108584,15823.1984621503
819,"N3",2454001,2457000,309844.554238171,50896.9795845851,10458.664146713,4280.7575429414,12199.8077025849
820,"N3",2457001,2460000,263882.243789619,41167.2103510615,8792.0277354332,5501.1683077327,15674.4921122481
821,"N3",2460001,2463000,309221.120672048,29476.082378297,10105.9832442041,6145.0701830911,16549.0947762274
822,"N1",2463001,2466000,238536.079309375,19455.8631740104,9511.3523828471,6347.3463258472,19164.0804974728
823,"N3",2466001,2469000,628037.06904415,30089.4319452429,16202.4888759799,9694.0687489113,29199.9333734599
824,"N3",2469001,2472000,457644.446821717,35531.9545409432,9653.9531221329,4888.6045954068,15709.1583896873
825,"N3",2472001,2475000,336501.659600569,62434.8091135558,10722.0018371554,3830.9106382816,12152.3092446787
826,"N3",2475001,2478000,270074.056906417,44232.1036000167,8728.7923285855,3200.5898765689,12387.225222392
827,"N3",2478001,2481000,215786.961636179,46331.0216497035,8776.9139721067,4028.7087814807,12420.8010347822
828,"N3",2481001,2484000,246672.192333377,44461.4915169485,7866.1696390214,3742.6907857817,12615.6873910802
829,"N3",2484001,2487000,308472.039583279,61106.1708234723,9678.4058457885,3468.7003447741,11843.7046397466
830,"N3",2487001,2490000,177758.048683585,38369.2523853351,7213.129056884,3622.6043455516,11762.3633070643
831,"N3",2490001,2493000,225385.64026307,42901.1001934991,7455.737925769,3213.9803963987,11409.3978000749
832,"N3",2493001,2496000,147759.038115858,38526.3707008374,7905.8681993992,3060.4648780452,10973.8612101832
833,"N3",2496001,2499000,208372.906147226,33229.3732270938,7473.227126998,3853.9976824534,11315.217300398
834,"N3",2499001,2502000,242813.600136624,40257.8083314499,8153.2208081174,3763.9026555415,15714.5924536671
835,"N3",2502001,2505000,432808.627181271,50799.109617161,12837.5103256606,4234.2396159256,13721.9431653023
836,"N3",2505001,2508000,233319.288543694,52866.0206974324,10625.8655523638,3684.6432902573,11324.5039516279
837,"N3",2508001,2511000,305538.255214194,34583.04274186,7525.0391910815,2971.442303272,11407.0728031501
838,"N3",2511001,2514000,252588.280272419,40868.532294124,7806.1110355714,3619.0069922627,10846.6227017855
839,"N3",2514001,2517000,292210.249974227,42898.0585213053,8035.4664293422,3201.458823807,8508.4117151703
840,"N3",2517001,2520000,302157.213544439,51597.9448328889,10425.3783660549,5004.210245305,15283.5647803125
841,"N3",2520001,2523000,322999.902127801,59274.3781763606,12020.6722426562,4496.9330263733,15851.8791587899
842,"N3",2523001,2526000,197165.871759395,48370.6254131268,9418.7136474215,4239.405176147,16357.0321144628
843,"N3",2526001,2529000,239576.836828905,38721.8407162649,9141.5053447303,4724.2332128828,16674.7478620569
844,"N3",2529001,2532000,272108.944672594,39332.2392492475,8516.3829904466,3174.6462698579,10226.2255763898
845,"N3",2532001,2535000,254283.950482586,38644.2120772242,8857.5363786615,3775.7282283537,11878.9078848806
846,"N3",2535001,2538000,371888.749928354,31705.9329740751,8236.8311484114,4095.4551532115,12228.3602033215
847,"N3",2538001,2541000,335682.018907173,37357.3581194813,9390.7901398059,5156.3302856411,23478.2902861221
848,"N3",2541001,2544000,431243.511617079,51663.274911457,10679.3739044356,5202.0039207748,17127.1720658354
849,"N3",2544001,2547000,402821.950731238,40600.5416685664,10290.0816811074,4498.6678226514,12989.6291486279
850,"N3",2547001,2550000,214313.938762063,51498.3654141857,9858.4961428208,4268.3429294894,16274.9914683473
851,"N3",2550001,2553000,230425.569536165,54589.8984531646,10390.5995671548,4133.1883956361,16122.9784798638
852,"N3",2553001,2556000,258233.195221326,55498.1196148302,10235.1033938349,4401.0956303478,16503.6310273277
853,"N3",2556001,2559000,312286.03883897,55072.9059310425,10741.7950172685,4020.7382733817,16260.9756864867
854,"N3",2559001,2562000,329785.397174698,52677.9916112417,15047.6990045135,7340.2740022608,26398.2499151479
855,"N3",2562001,2565000,510451.70815105,89967.2638643399,21225.2893458765,10586.9416442567,38930.6103834607
856,"N3",2565001,2568000,541986.798134786,69848.1009940309,18604.9627044328,9796.5443525132,31223.0416490012
857,"N3",2568001,2571000,523079.583516636,77703.0715041354,15781.7419692754,7651.4602203354,22552.2775426731
858,"N3",2571001,2574000,689198.749527498,52937.4893481961,11005.2158634988,4613.9354551216,13502.2030777757
859,"N3",2574001,2577000,429176.892890228,61636.4408600501,10163.6383066353,2870.3143891848,8811.3071651784
860,"N3",2577001,2580000,399622.839922315,46947.9337013271,8359.2989776754,3401.2570872302,11817.6287204162
861,"N3",2580001,2583000,407868.33982008,39808.9347227915,8952.0430252144,5015.081924626,12878.4029611772
862,"N3",2583001,2586000,366841.664978061,51044.8237781749,8409.6167045068,3122.9497043633,7783.5599719763
863,"N3",2586001,2589000,608116.000615575,59367.3915363259,15499.2281730532,11061.4193569174,36423.8803932131
864,"N3",2589001,2592000,362635.387593409,35416.3426318949,13570.9626780995,8879.9433128434,24987.9272018204
865,"N3",2592001,2595000,556631.798695578,29764.4150875041,8983.9206389326,4773.8210077396,12343.8107491674
866,"N3",2595001,2598000,320437.742511712,21471.2785529744,8537.7637802535,5376.5163389516,15566.0636291781
867,"N3",2598001,2601000,674311.333967296,47516.0272808361,18050.9606789005,8936.0238295083,26686.6863415549
868,"N3",2601001,2604000,273977.09881387,23607.3062772649,8521.9951501902,5031.7177349829,15866.4150469028
869,"N3",2604001,2607000,473457.39283982,24888.6354674489,9500.1439497775,5012.385892442,13432.0080777879
870,"N3",2607001,2610000,366170.530570423,46560.3511725973,11151.0324794632,5955.8304406485,16117.8583596892
871,"N3",2610001,2613000,417688.322572503,42691.9669338701,10166.2178941706,4862.6476834918,14045.5904497327
872,"N3",2613001,2616000,400722.483308098,35561.2901212544,11310.3038205655,4768.0543109907,13048.5254806705
873,"N3",2616001,2619000,423495.682323958,42581.123963477,11676.6996558137,5974.2381288126,14035.7801115944
874,"N3",2619001,2622000,430105.373801518,41636.9131236299,11730.3747085904,7087.3102144311,16628.539425561
875,"N3",2622001,2625000,309682.595292907,22134.0312570848,8415.7782573659,3631.5163290462,11099.5022070009
876,"N1",2625001,2628000,392625.51202058,29652.9070176537,7339.3547903353,4196.848943644,11966.1855191716
877,"N3",2628001,2631000,442692.021488208,48409.7806054475,18217.4373538809,10995.1247291816,36284.5034647639
878,"N3",2631001,2634000,189232.326306982,16814.8272818815,6551.5382762246,3729.2703736327,9324.7593178887
879,"N3",2634001,2637000,332054.401623045,29150.603450121,8373.3243354113,4554.9909431942,13057.1376303379
880,"N3",2637001,2640000,590681.785982931,41012.5502396239,20331.6148073484,13179.0749675457,38576.6226184067
881,"N3",2640001,2643000,555646.174048801,46285.2721690551,18941.1425400263,13134.1505143154,40296.7307206944
882,"N3",2643001,2646000,610738.649632957,42829.3620743646,18622.1187399587,13848.6585774245,37777.0536197968
883,"N3",2646001,2649000,427539.336021948,38868.9895999664,12556.0246223948,6781.7285831286,21036.4380349616
884,"N3",2649001,2652000,279777.358982119,35768.2804750125,8320.1661104909,3603.4062504909,10508.0528320602
885,"N3",2652001,2655000,405132.783340762,34362.4901565729,10494.2410892833,6309.7968702567,16433.8190146119
886,"N3",2655001,2658000,524449.065987811,41776.9592848726,13016.4201443328,6622.9840705145,18033.3821527291
887,"N3",2658001,2661000,485713.613634188,41363.6023017649,15000.5923319981,9823.5964995627,28851.7054398634
888,"N3",2661001,2664000,604530.203418418,34101.2600706122,15940.8522003918,8213.1432066094,24947.9722550669
889,"N3",2664001,2667000,373838.999986695,32284.1746068896,11642.6500977923,6457.0820299261,18677.8729457819
890,"N3",2667001,2670000,541391.53821444,40248.8446188539,13779.5674419711,10213.5035742152,31061.9951421807
891,"N3",2670001,2673000,779778.329302654,55718.2008767589,20576.3629119425,12999.3295092467,39478.770337733
892,"N3",2673001,2676000,697473.9446398,36571.5459015257,13974.4871936286,9427.77695908,30557.5659704611
893,"N3",2676001,2679000,557766.320274484,40676.4117852641,10872.2157140202,6510.2216373355,20722.3444970551
894,"N3",2679001,2682000,671939.880556832,45048.6387337264,16052.9449021128,10298.3560791295,30731.7394757213
895,"N3",2682001,2685000,883349.634258193,56772.3601400614,17133.5525855955,8327.1565740611,23700.8681161518
896,"N3",2685001,2688000,1153047.99708721,68732.3614294146,20163.2545526384,12495.2428922964,38911.6811401414
897,"N3",2688001,2691000,1027577.71823329,35633.296563219,12750.522586238,6218.5698028745,17647.6501556846
898,"N3",2691001,2694000,1023880.54843495,44504.9062339506,14973.8831874726,9061.6687481717,22227.816726315
899,"N3",2694001,2697000,975887.146109684,46622.3830332241,12961.2902606991,5614.5584817389,15666.8663144005
900,"N3",2697001,2700000,500615.084399965,39191.0455532627,11458.3225694468,5628.3365700185,13669.3144479719
901,"N1",2700001,2703000,610527.636882329,31460.5957741071,12432.2894247677,7742.4549940246,21465.3260512955
902,"N3",2703001,2706000,402765.251670075,35414.2278530843,11105.008881602,6063.3537273551,17099.9755536508
903,"N3",2706001,2709000,458299.639761207,35255.9448357677,8671.4029832786,4351.4391140156,13097.1257156451
904,"N1",2709001,2712000,292489.184415984,43145.5712572623,8681.2767493279,4441.2121687925,9811.1142316183
905,"N3",2712001,2715000,298555.874690947,45686.7752367464,6993.2729662464,3384.9487104059,8274.7029270997
906,"N3",2715001,2718000,339443.004324907,38315.398845849,8388.6380186055,3186.1826473649,8043.0472940171
907,"N3",2718001,2721000,296953.544236597,27808.9377206821,7305.5532431378,3243.1959647783,6736.4983634244
908,"N3",2721001,2724000,396700.499834208,49491.6057124927,9097.5292841411,3536.5171113784,8860.9348084238
909,"N3",2724001,2727000,309624.941147308,48239.8277810055,8787.4729987417,4154.1504445988,11624.5479992822
910,"N3",2727001,2730000,332170.803049294,32355.4144064767,8248.948313774,3384.1719752619,10138.5126896909
911,"N1",2730001,2733000,487704.690495406,34772.607080387,8917.1174489631,3519.2951256229,9478.6250903836
912,"N3",2733001,2736000,569801.323142995,26126.1164484072,9731.3823156731,5321.3768198868,15277.6644294227
913,"N3",2736001,2739000,576475.594990327,43199.9729246454,14074.8791539038,6751.3517916865,20145.9150284223
914,"N3",2739001,2742000,595561.207785552,58987.3406556185,19815.661414031,6618.4992096666,19578.0617035546
915,"N3",2742001,2745000,558306.069936627,56403.6757764265,6878.9971086222,3520.8596847921,7957.0308116809
916,"N3",2745001,2748000,377719.103962863,30668.7186579893,8753.6705793431,4392.2191019894,13356.2403427118
917,"N3",2748001,2751000,389967.570204711,42765.9313949642,10279.4806955808,4502.2358618376,10899.5774047835
918,"N3",2751001,2754000,449528.286608351,40436.1722309225,9297.1518520035,4092.0698209806,11678.1739848431
919,"N3",2754001,2757000,341655.890915283,47186.2375518475,7592.2159301746,3694.4817211329,9850.8149162901
920,"N3",2757001,2760000,504097.800882908,54067.0943713005,8100.813641012,3209.3083331208,7194.944937164
921,"N3",2760001,2763000,497592.370585123,52854.5324623268,8429.0422549923,3462.303811774,8412.3192527743
922,"N3",2763001,2766000,526385.125305253,54464.7584937824,8520.6437959561,2966.5123863238,4575.6501285574
923,"N3",2766001,2769000,375353.42576335,30714.964560024,7043.8965458622,1819.4475781108,4238.8210075637
924,"N3",2769001,2772000,264692.823320627,28391.711516365,5894.4091274582,2378.7526633519,6863.2119953558
925,"N3",2772001,2775000,187545.407863592,28376.0035957215,6523.4591492555,2993.5020449129,6921.1671091237
926,"N3",2775001,2778000,187090.992729132,26418.4653470933,5591.4739509583,2681.1742373124,7061.0892891826
927,"N3",2778001,2781000,279394.665750152,32268.7459569922,5749.4921393367,2127.4570756756,4736.4562300078
928,"N3",2781001,2784000,148644.189267831,28416.8602318843,7193.9737754486,3642.7997791393,9448.0182426175
929,"N3",2784001,2787000,147557.338498308,18242.5429784657,5738.0088731787,2134.5710310682,5363.5492255657
930,"N3",2787001,2790000,250582.364683254,24135.2043678771,6221.0211593901,2122.3289977388,6025.1286459884
931,"N3",2790001,2793000,214159.307904365,25428.3102918275,7319.6418870832,2770.7478446218,5795.2531838539
932,"N3",2793001,2796000,263129.831126182,27519.6268552109,8583.2487202716,2890.1820836441,8231.5997823579
933,"N3",2796001,2799000,220401.987661271,26989.8009172718,5956.4133868132,2441.7687495676,6533.4120198452
934,"N3",2799001,2802000,238771.808016342,29502.850390149,5651.6151836779,2513.37208015,7208.9019665765
